arquivo,categoria,acao,destino_301,robots,palavras_visiveis,adsense,titulo
blog-consumo-nitrogenio-purga.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,Consumo de Nitrogênio em Purga e Inertização — conteúdo em revisão | ALOGY Engenharia
blog-conversao-vibracao-frequencia.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",130,False,"Conversão de vibração: velocidade, deslocamento e aceleração — conteúdo em revisão | ALOGY Engenharia"
blog-corrente-neutro-trifasico.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",130,False,Corrente de neutro em sistemas trifásicos desequilibrados — conteúdo em revisão | ALOGY Engenharia
blog-corrente-partida-motor.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",134,False,Corrente de partida de motor: como interpretar em campo — conteúdo em revisão | ALOGY Engenharia
blog-custo-ar-comprimido.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,"Custo de ar comprimido: energia, vazamentos e perdas — conteúdo em revisão | ALOGY Engenharia"
blog-densidade-api-grau-api.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",123,False,Densidade e Grau API — conteúdo em revisão | ALOGY Engenharia
blog-desequilibrio-tensao-motor.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,Desequilíbrio de tensão em motor trifásico — conteúdo em revisão | ALOGY Engenharia
blog-diametro-cilindro-pneumatico.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,Como dimensionar diâmetro de cilindro pneumático — conteúdo em revisão | ALOGY Engenharia
blog-disponibilidade-sistema-serie-paralelo.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",130,False,Disponibilidade de sistemas em série e paralelo — conteúdo em revisão | ALOGY Engenharia
blog-duto-exaustao-industrial.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,Dutos de exaustão industrial: vazão e velocidade — conteúdo em revisão | ALOGY Engenharia
blog-economia-inversor-bomba-ventilador.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,Economia com Inversor em Bombas e Ventiladores — conteúdo em revisão | ALOGY Engenharia
blog-forca-cilindro-hidraulico.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",135,False,"Força de cilindro hidráulico: avanço, retorno e tempo de curso — conteúdo em revisão | ALOGY Engenharia"
blog-frequencia-defeitos-rolamento.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",134,False,Frequências de defeito em rolamentos na análise de vibração — conteúdo em revisão | ALOGY Engenharia
blog-golpe-ariete-joukowsky.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",134,False,Golpe de aríete: cálculo preliminar e riscos em tubulações — conteúdo em revisão | ALOGY Engenharia
blog-grau-protecao-ip-nema.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",133,False,Grau de proteção IP e NEMA: o que observar — conteúdo em revisão | ALOGY Engenharia
blog-indice-polarizacao-dar.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",133,False,Índice de Polarização e DAR em testes de isolação — conteúdo em revisão | ALOGY Engenharia
blog-inspecao-bomba-centrifuga.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,Inspeção de bomba centrífuga: checklist para manutenção — conteúdo em revisão | ALOGY Engenharia
blog-lmtd-trocador-calor.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,LMTD: diferença média logarítmica de temperatura — conteúdo em revisão | ALOGY Engenharia
blog-lsi-langelier-agua.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",130,False,Índice de Langelier LSI em água industrial — conteúdo em revisão | ALOGY Engenharia
blog-mistura-diluicao-solucoes.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",125,False,Mistura e Diluição de Soluções — conteúdo em revisão | ALOGY Engenharia
blog-modbus-polling.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,Polling Modbus RTU: tempo de ciclo e atualização — conteúdo em revisão | ALOGY Engenharia
blog-mtbf-mttr-disponibilidade.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,"MTBF, MTTR e Disponibilidade: indicadores para manutenção industrial — conteúdo em revisão | ALOGY Engenharia"
blog-ocupacao-eletroduto-cabos.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",125,False,Ocupação de Eletroduto e Cabos — conteúdo em revisão | ALOGY Engenharia
blog-pareto-falhas-manutencao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,Pareto de Falhas: como priorizar manutenção e RCA — conteúdo em revisão | ALOGY Engenharia
blog-partida-estrela-triangulo-corrente.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",126,False,Corrente de partida estrela-triângulo — conteúdo em revisão | ALOGY Engenharia
blog-perda-calor-tubulacao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Perda de Calor em Tubulação Industrial — conteúdo em revisão | ALOGY Engenharia
blog-perda-carga-ar-comprimido.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Perda de Carga em Ar Comprimido — conteúdo em revisão | ALOGY Engenharia
blog-perda-carga-filtro.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Perda de carga em filtro industrial — conteúdo em revisão | ALOGY Engenharia
blog-perda-carga-mangueira-hidraulica.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,Perda de carga em mangueira hidráulica — conteúdo em revisão | ALOGY Engenharia
blog-placa-orificio-restricao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",133,False,Placa de Orifício e Orifício de Restrição: cálculo preliminar — conteúdo em revisão | ALOGY Engenharia
blog-ponto-orvalho-ar-comprimido.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Ponto de Orvalho em Ar Comprimido — conteúdo em revisão | ALOGY Engenharia
blog-ponto-ressuprimento-sobressalentes.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,Ponto de ressuprimento de sobressalentes críticos — conteúdo em revisão | ALOGY Engenharia
blog-potencia-exaustor-ventilador.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,"Potência de exaustor: vazão, pressão e rendimento — conteúdo em revisão | ALOGY Engenharia"
blog-ppm-mg-m3-gases.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,ppm para mg/m³ em gases: como converter — conteúdo em revisão | ALOGY Engenharia
blog-purga-caldeira-tds.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",126,False,Purga de caldeira por TDS — conteúdo em revisão | ALOGY Engenharia
blog-purga-torre-resfriamento.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",134,False,Purga em torre de resfriamento por ciclos de concentração — conteúdo em revisão | ALOGY Engenharia
blog-purgador-vapor-condensado.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,Purgador de Vapor e Carga de Condensado — conteúdo em revisão | ALOGY Engenharia
blog-queda-tensao-partida-motor.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",130,False,Queda de tensão na partida de motor — conteúdo em revisão | ALOGY Engenharia
blog-recuperacao-condensado-energia.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,Energia recuperada no retorno de condensado — conteúdo em revisão | ALOGY Engenharia
blog-relubrificacao-rolamento.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,Relubrificação de rolamentos: quantidade de graxa e intervalo — conteúdo em revisão | ALOGY Engenharia
blog-reservatorio-ar-comprimido.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,Reservatório de ar comprimido: ar útil e autonomia — conteúdo em revisão | ALOGY Engenharia
blog-reynolds-regime-escoamento.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,"Número de Reynolds: laminar, transição e turbulento — conteúdo em revisão | ALOGY Engenharia"
blog-rpn-fmea-manutencao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,FMEA e RPN na manutenção industrial — conteúdo em revisão | ALOGY Engenharia
blog-secao-barramento-cobre.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",132,False,Seção de barramento de cobre em painéis elétricos — conteúdo em revisão | ALOGY Engenharia
blog-slip-motor-inducao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",133,False,Slip de motor de indução: rotação síncrona e escorregamento — conteúdo em revisão | ALOGY Engenharia
blog-sobressalentes-criticidade.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Sobressalentes críticos: como estimar estoque mínimo — conteúdo em revisão | ALOGY Engenharia
blog-tanque-expansao-termica-agua.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",134,False,Tanque de expansão em água quente e água gelada — conteúdo em revisão | ALOGY Engenharia
blog-tempo-aceleracao-motor-inercia.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",136,False,Tempo de aceleração de motor e carga de alta inércia — conteúdo em revisão | ALOGY Engenharia
blog-tempo-descarga-capacitor.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,Tempo de descarga de capacitor em painéis industriais — conteúdo em revisão | ALOGY Engenharia
blog-tempo-enchimento-tanque.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",133,False,Como calcular tempo de enchimento ou esvaziamento de tanque — conteúdo em revisão | ALOGY Engenharia
blog-tempo-residencia-tanque.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Tempo de residência em tanques industriais — conteúdo em revisão | ALOGY Engenharia
blog-tempo-transmissao-serial-industrial.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",125,False,Tempo de transmissão serial industrial — conteúdo em revisão | ALOGY Engenharia
blog-tensao-correia-transmissao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,"Tensão em correias: potência, velocidade e lado tenso — conteúdo em revisão | ALOGY Engenharia"
blog-thd-distorcao-harmonica.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",129,False,THD e harmônicas em sistemas elétricos industriais — conteúdo em revisão | ALOGY Engenharia
blog-torque-potencia-eixo.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",135,False,Torque e potência de eixo: como interpretar em máquinas rotativas — conteúdo em revisão | ALOGY Engenharia
blog-trocador-calor-carga-termica.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",133,False,"Carga térmica: kW, kcal/h e vazão de utilidade — conteúdo em revisão | ALOGY Engenharia"
blog-vazao-bomba-deslocamento-positivo.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",128,False,Vazão de bomba de deslocamento positivo — conteúdo em revisão | ALOGY Engenharia
blog-vazao-vapor-saturado.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Vazão de Vapor Saturado em Tubulação — conteúdo em revisão | ALOGY Engenharia
blog-vazao-vertedouro-canaleta.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",132,False,Medição de vazão em vertedouro e canaleta aberta — conteúdo em revisão | ALOGY Engenharia
blog-velocidade-recomendada-tubulacao.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",127,False,Velocidade Recomendada em Tubulação: como avaliar — conteúdo em revisão | ALOGY Engenharia
blog-ventilacao-painel-eletrico.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",123,False,Ventilação de Painel Elétrico — conteúdo em revisão | ALOGY Engenharia
blog-vibracao-rms-pico-pico-a-pico.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",135,False,"Vibração RMS, pico e pico a pico em manutenção preditiva — conteúdo em revisão | ALOGY Engenharia"
blog-vida-l10-rolamento.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",131,False,Vida L10 de rolamento: como estimar em manutenção — conteúdo em revisão | ALOGY Engenharia
blog-volume-cilindro-horizontal-nivel.html,EM_REVISAO,"Manter noindex,nofollow,noarchive e sem anúncios até o conteúdo técnico completo ser restaurado e revisado.",,"noindex,nofollow,noarchive",130,False,Volume em tanque cilíndrico horizontal por nível — conteúdo em revisão | ALOGY Engenharia
calculadora-barreira-intrinseca-area-classificada.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",96,False,Calculadora de Barreira Intrínseca para Área Classificada — em revisão técnica | ALOGY
calculadora-incerteza-calibracao.html,REDIRECIONAR_301,"Manter noindex,follow no HTML temporário e configurar redirecionamento HTTP 301 no servidor para a URL canônica.",https://www.alogy.com.br/calculadora-incerteza-calibracao-tur-tar.html,"noindex,follow",65,False,Calculadora de Incerteza de Calibração | ALOGY Engenharia
calculadora-lopa-simplificada.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",85,False,Calculadora LOPA Simplificada — em revisão técnica | ALOGY
calculadora-lrv-urv-span.html,REDIRECIONAR_301,"Manter noindex,follow no HTML temporário e configurar redirecionamento HTTP 301 no servidor para a URL canônica.",https://www.alogy.com.br/calculadora-4-20ma.html,"noindex,follow",62,False,"Calculadora de LRV, URV e Span | ALOGY Engenharia"
calculadora-sil-pfd-didatica.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",93,False,Calculadora Didática de SIL e PFDavg — em revisão técnica | ALOGY
calculadora-taxa-corrosao-vida-remanescente.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",94,False,Calculadora de Taxa de Corrosão e Vida Remanescente — em revisão técnica | ALOGY
calculadora-termopoco-wake-frequency.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",92,False,Triagem de Wake Frequency para Termopoços — em revisão técnica | ALOGY
checklist-inspecao-instrumentos-area-classificada.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",93,False,Checklist de Instrumentos em Área Classificada — em revisão técnica | ALOGY
checklist-nova-nr10.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",90,False,Checklist da Nova NR-10 — em revisão técnica | ALOGY
checklist-nr12.html,CONTEUDO_SENSIVEL_INCOMPLETO,"Manter fora do índice e sem anúncios. Publicar somente após revisão técnica, legal e editorial completa.",,"noindex,nofollow,noarchive",82,False,Checklist NR-12 — em revisão técnica | ALOGY
